Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Strain],Experimental Condition [Media],Experimental Condition [Steps],Experimental Condition [Flow Control],Comment [Preculture],Source Name,Comment [Image File Path],Comment [Image File Type],Channels,Processed Data File
switch_preIPTG5uM,20180531_gluIPTG5uM_lac_1_MMStack_Pos3_preproc_GL04.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 5uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | ,pressure 15mL | pressure: 2460 / 2140 | flow: 2.35/0.7,- ASC662: OD=0.365 (used 10ml out of 20ml),20180531,Julou_2020_lacInduction_GL_Images/20180531/20180531_gluIPTG5uM_lac_curated/20180531_gluIPTG5uM_lac_1_MMStack_Pos3_preproc_GL04/20180531_gluIPTG5uM_lac_1_MMStack_Pos3_preproc_GL04.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180531/20180531_gluIPTG5uM_lac_1_MMStack_Pos3_preproc_GL04_frames.txt
switch_preIPTG5uM,20180531_gluIPTG5uM_lac_1_MMStack_Pos3_preproc_GL05.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 5uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | ,pressure 15mL | pressure: 2460 / 2140 | flow: 2.35/0.7,- ASC662: OD=0.365 (used 10ml out of 20ml),20180531,Julou_2020_lacInduction_GL_Images/20180531/20180531_gluIPTG5uM_lac_curated/20180531_gluIPTG5uM_lac_1_MMStack_Pos3_preproc_GL05/20180531_gluIPTG5uM_lac_1_MMStack_Pos3_preproc_GL05.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180531/20180531_gluIPTG5uM_lac_1_MMStack_Pos3_preproc_GL05_frames.txt
switch_preIPTG5uM,20180531_gluIPTG5uM_lac_1_MMStack_Pos3_preproc_GL07.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 5uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | ,pressure 15mL | pressure: 2460 / 2140 | flow: 2.35/0.7,- ASC662: OD=0.365 (used 10ml out of 20ml),20180531,Julou_2020_lacInduction_GL_Images/20180531/20180531_gluIPTG5uM_lac_curated/20180531_gluIPTG5uM_lac_1_MMStack_Pos3_preproc_GL07/20180531_gluIPTG5uM_lac_1_MMStack_Pos3_preproc_GL07.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180531/20180531_gluIPTG5uM_lac_1_MMStack_Pos3_preproc_GL07_frames.txt
switch_preIPTG5uM,20180531_gluIPTG5uM_lac_1_MMStack_Pos3_preproc_GL08.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 5uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | ,pressure 15mL | pressure: 2460 / 2140 | flow: 2.35/0.7,- ASC662: OD=0.365 (used 10ml out of 20ml),20180531,Julou_2020_lacInduction_GL_Images/20180531/20180531_gluIPTG5uM_lac_curated/20180531_gluIPTG5uM_lac_1_MMStack_Pos3_preproc_GL08/20180531_gluIPTG5uM_lac_1_MMStack_Pos3_preproc_GL08.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180531/20180531_gluIPTG5uM_lac_1_MMStack_Pos3_preproc_GL08_frames.txt
switch_preIPTG5uM,20180531_gluIPTG5uM_lac_1_MMStack_Pos3_preproc_GL09.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 5uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | ,pressure 15mL | pressure: 2460 / 2140 | flow: 2.35/0.7,- ASC662: OD=0.365 (used 10ml out of 20ml),20180531,Julou_2020_lacInduction_GL_Images/20180531/20180531_gluIPTG5uM_lac_curated/20180531_gluIPTG5uM_lac_1_MMStack_Pos3_preproc_GL09/20180531_gluIPTG5uM_lac_1_MMStack_Pos3_preproc_GL09.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180531/20180531_gluIPTG5uM_lac_1_MMStack_Pos3_preproc_GL09_frames.txt
switch_preIPTG5uM,20180531_gluIPTG5uM_lac_1_MMStack_Pos3_preproc_GL12.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 5uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | ,pressure 15mL | pressure: 2460 / 2140 | flow: 2.35/0.7,- ASC662: OD=0.365 (used 10ml out of 20ml),20180531,Julou_2020_lacInduction_GL_Images/20180531/20180531_gluIPTG5uM_lac_curated/20180531_gluIPTG5uM_lac_1_MMStack_Pos3_preproc_GL12/20180531_gluIPTG5uM_lac_1_MMStack_Pos3_preproc_GL12.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180531/20180531_gluIPTG5uM_lac_1_MMStack_Pos3_preproc_GL12_frames.txt
switch_preIPTG5uM,20180531_gluIPTG5uM_lac_1_MMStack_Pos3_preproc_GL13.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 5uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | ,pressure 15mL | pressure: 2460 / 2140 | flow: 2.35/0.7,- ASC662: OD=0.365 (used 10ml out of 20ml),20180531,Julou_2020_lacInduction_GL_Images/20180531/20180531_gluIPTG5uM_lac_curated/20180531_gluIPTG5uM_lac_1_MMStack_Pos3_preproc_GL13/20180531_gluIPTG5uM_lac_1_MMStack_Pos3_preproc_GL13.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180531/20180531_gluIPTG5uM_lac_1_MMStack_Pos3_preproc_GL13_frames.txt
switch_preIPTG5uM,20180531_gluIPTG5uM_lac_1_MMStack_Pos3_preproc_GL14.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 5uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | ,pressure 15mL | pressure: 2460 / 2140 | flow: 2.35/0.7,- ASC662: OD=0.365 (used 10ml out of 20ml),20180531,Julou_2020_lacInduction_GL_Images/20180531/20180531_gluIPTG5uM_lac_curated/20180531_gluIPTG5uM_lac_1_MMStack_Pos3_preproc_GL14/20180531_gluIPTG5uM_lac_1_MMStack_Pos3_preproc_GL14.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180531/20180531_gluIPTG5uM_lac_1_MMStack_Pos3_preproc_GL14_frames.txt
switch_lacIoe_preIPTG10uM,20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL01.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 10uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 8h: B,pressure 15mL | pressure:  2460 / 2140 | flow: 2.6/0.75,- ASC662[p_lacI]: OD=0.150 (used 15ml out of 20ml),20180604,Julou_2020_lacInduction_GL_Images/20180604/20180604_gluIPTG10uM_lac_lacIoe_curated/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL01/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL01.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180604/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL01_frames.txt
switch_lacIoe_preIPTG10uM,20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL07.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 10uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 8h: B,pressure 15mL | pressure:  2460 / 2140 | flow: 2.6/0.75,- ASC662[p_lacI]: OD=0.150 (used 15ml out of 20ml),20180604,Julou_2020_lacInduction_GL_Images/20180604/20180604_gluIPTG10uM_lac_lacIoe_curated/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL07/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL07.tif,derived,"Phase Contrast, GFP [epifluorescence]",
switch_lacIoe_preIPTG10uM,20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL08.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 10uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 8h: B,pressure 15mL | pressure:  2460 / 2140 | flow: 2.6/0.75,- ASC662[p_lacI]: OD=0.150 (used 15ml out of 20ml),20180604,Julou_2020_lacInduction_GL_Images/20180604/20180604_gluIPTG10uM_lac_lacIoe_curated/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL08/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL08.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180604/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL08_frames.txt
switch_lacIoe_preIPTG10uM,20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL09.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 10uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 8h: B,pressure 15mL | pressure:  2460 / 2140 | flow: 2.6/0.75,- ASC662[p_lacI]: OD=0.150 (used 15ml out of 20ml),20180604,Julou_2020_lacInduction_GL_Images/20180604/20180604_gluIPTG10uM_lac_lacIoe_curated/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL09/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL09.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180604/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL09_frames.txt
switch_lacIoe_preIPTG10uM,20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL10.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 10uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 8h: B,pressure 15mL | pressure:  2460 / 2140 | flow: 2.6/0.75,- ASC662[p_lacI]: OD=0.150 (used 15ml out of 20ml),20180604,Julou_2020_lacInduction_GL_Images/20180604/20180604_gluIPTG10uM_lac_lacIoe_curated/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL10/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL10.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180604/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL10_frames.txt
switch_lacIoe_preIPTG10uM,20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL11.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 10uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 8h: B,pressure 15mL | pressure:  2460 / 2140 | flow: 2.6/0.75,- ASC662[p_lacI]: OD=0.150 (used 15ml out of 20ml),20180604,Julou_2020_lacInduction_GL_Images/20180604/20180604_gluIPTG10uM_lac_lacIoe_curated/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL11/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL11.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180604/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL11_frames.txt
switch_lacIoe_preIPTG10uM,20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL12.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 10uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 8h: B,pressure 15mL | pressure:  2460 / 2140 | flow: 2.6/0.75,- ASC662[p_lacI]: OD=0.150 (used 15ml out of 20ml),20180604,Julou_2020_lacInduction_GL_Images/20180604/20180604_gluIPTG10uM_lac_lacIoe_curated/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL12/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL12.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180604/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL12_frames.txt
switch_lacIoe_preIPTG10uM,20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL13.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 10uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 8h: B,pressure 15mL | pressure:  2460 / 2140 | flow: 2.6/0.75,- ASC662[p_lacI]: OD=0.150 (used 15ml out of 20ml),20180604,Julou_2020_lacInduction_GL_Images/20180604/20180604_gluIPTG10uM_lac_lacIoe_curated/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL13/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL13.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180604/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL13_frames.txt
switch_lacIoe_preIPTG10uM,20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL14.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 10uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 8h: B,pressure 15mL | pressure:  2460 / 2140 | flow: 2.6/0.75,- ASC662[p_lacI]: OD=0.150 (used 15ml out of 20ml),20180604,Julou_2020_lacInduction_GL_Images/20180604/20180604_gluIPTG10uM_lac_lacIoe_curated/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL14/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL14.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180604/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL14_frames.txt
switch_lacIoe_preIPTG10uM,20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL16.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 10uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 8h: B,pressure 15mL | pressure:  2460 / 2140 | flow: 2.6/0.75,- ASC662[p_lacI]: OD=0.150 (used 15ml out of 20ml),20180604,Julou_2020_lacInduction_GL_Images/20180604/20180604_gluIPTG10uM_lac_lacIoe_curated/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL16/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL16.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180604/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL16_frames.txt
switch_lacIoe_preIPTG10uM,20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL19.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 10uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 8h: B,pressure 15mL | pressure:  2460 / 2140 | flow: 2.6/0.75,- ASC662[p_lacI]: OD=0.150 (used 15ml out of 20ml),20180604,Julou_2020_lacInduction_GL_Images/20180604/20180604_gluIPTG10uM_lac_lacIoe_curated/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL19/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL19.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180604/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL19_frames.txt
switch_lacIoe_preIPTG10uM,20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL20.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 10uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 8h: B,pressure 15mL | pressure:  2460 / 2140 | flow: 2.6/0.75,- ASC662[p_lacI]: OD=0.150 (used 15ml out of 20ml),20180604,Julou_2020_lacInduction_GL_Images/20180604/20180604_gluIPTG10uM_lac_lacIoe_curated/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL20/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL20.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180604/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL20_frames.txt
switch_lacIoe_preIPTG10uM,20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL21.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 10uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 8h: B,pressure 15mL | pressure:  2460 / 2140 | flow: 2.6/0.75,- ASC662[p_lacI]: OD=0.150 (used 15ml out of 20ml),20180604,Julou_2020_lacInduction_GL_Images/20180604/20180604_gluIPTG10uM_lac_lacIoe_curated/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL21/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL21.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180604/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL21_frames.txt
switch_lacIoe_preIPTG10uM,20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL22.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 10uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 8h: B,pressure 15mL | pressure:  2460 / 2140 | flow: 2.6/0.75,- ASC662[p_lacI]: OD=0.150 (used 15ml out of 20ml),20180604,Julou_2020_lacInduction_GL_Images/20180604/20180604_gluIPTG10uM_lac_lacIoe_curated/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL22/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL22.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180604/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL22_frames.txt
switch_lacIoe_preIPTG10uM,20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL23.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 10uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 8h: B,pressure 15mL | pressure:  2460 / 2140 | flow: 2.6/0.75,- ASC662[p_lacI]: OD=0.150 (used 15ml out of 20ml),20180604,Julou_2020_lacInduction_GL_Images/20180604/20180604_gluIPTG10uM_lac_lacIoe_curated/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL23/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL23.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180604/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL23_frames.txt
switch_lacIoe_preIPTG10uM,20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL24.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 10uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 8h: B,pressure 15mL | pressure:  2460 / 2140 | flow: 2.6/0.75,- ASC662[p_lacI]: OD=0.150 (used 15ml out of 20ml),20180604,Julou_2020_lacInduction_GL_Images/20180604/20180604_gluIPTG10uM_lac_lacIoe_curated/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL24/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL24.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180604/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL24_frames.txt
switch_lacIoe_preIPTG10uM,20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL25.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 10uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 8h: B,pressure 15mL | pressure:  2460 / 2140 | flow: 2.6/0.75,- ASC662[p_lacI]: OD=0.150 (used 15ml out of 20ml),20180604,Julou_2020_lacInduction_GL_Images/20180604/20180604_gluIPTG10uM_lac_lacIoe_curated/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL25/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL25.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180604/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL25_frames.txt
switch_lacIoe_preIPTG10uM,20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL26.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 10uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 8h: B,pressure 15mL | pressure:  2460 / 2140 | flow: 2.6/0.75,- ASC662[p_lacI]: OD=0.150 (used 15ml out of 20ml),20180604,Julou_2020_lacInduction_GL_Images/20180604/20180604_gluIPTG10uM_lac_lacIoe_curated/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL26/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL26.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180604/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL26_frames.txt
switch_lacIoe_preIPTG10uM,20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL27.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 10uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 8h: B,pressure 15mL | pressure:  2460 / 2140 | flow: 2.6/0.75,- ASC662[p_lacI]: OD=0.150 (used 15ml out of 20ml),20180604,Julou_2020_lacInduction_GL_Images/20180604/20180604_gluIPTG10uM_lac_lacIoe_curated/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL27/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL27.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180604/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos0_preproc.tif_GL27_frames.txt
switch_lacIoe_preIPTG10uM,20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos3_preproc.tif_GL01.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 10uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 8h: B,pressure 15mL | pressure:  2460 / 2140 | flow: 2.6/0.75,- ASC662[p_lacI]: OD=0.150 (used 15ml out of 20ml),20180604,Julou_2020_lacInduction_GL_Images/20180604/20180604_gluIPTG10uM_lac_lacIoe_curated/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos3_preproc.tif_GL01/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos3_preproc.tif_GL01.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180604/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos3_preproc.tif_GL01_frames.txt
switch_lacIoe_preIPTG10uM,20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos3_preproc.tif_GL02.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 10uM IPTG + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 8h: B,pressure 15mL | pressure:  2460 / 2140 | flow: 2.6/0.75,- ASC662[p_lacI]: OD=0.150 (used 15ml out of 20ml),20180604,Julou_2020_lacInduction_GL_Images/20180604/20180604_gluIPTG10uM_lac_lacIoe_curated/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos3_preproc.tif_GL02/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos3_preproc.tif_GL02.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180604/20180604_gluIPTG10uM_lac_lacIoe_1_MMStack_Pos3_preproc.tif_GL02_frames.txt
